From,To,Depart_Date,Price
TYO,LAX,2025-06-17T19:45:00+09:00,420
TYO,LAX,2025-06-23T21:30:00+09:00,521
TYO,LAX,2025-06-19T20:15:00+09:00,562
TYO,LAX,2025-06-16T02:10:00+09:00,564
TYO,LAX,2025-06-07T15:05:00+09:00,566
TYO,LAX,2025-06-08T21:20:00+09:00,568
TYO,LAX,2025-06-12T01:55:00+09:00,569
TYO,LAX,2025-06-18T02:10:00+09:00,575
TYO,SYD,2025-06-27T02:00:00+09:00,233
TYO,SYD,2025-06-16T02:00:00+09:00,241
TYO,SYD,2025-06-23T23:50:00+09:00,242
TYO,SYD,2025-06-21T23:50:00+09:00,248
TYO,SYD,2025-06-24T02:00:00+09:00,255
TYO,SYD,2025-06-22T02:00:00+09:00,262
TYO,SYD,2025-06-20T23:50:00+09:00,263
TYO,SYD,2025-06-29T02:00:00+09:00,273
TYO,SYD,2025-06-13T23:50:00+09:00,275
TYO,SYD,2025-06-28T02:00:00+09:00,291
TYO,SYD,2025-06-07T01:55:00+09:00,328
TYO,MIA,2025-06-18T16:30:00+09:00,707
SYD,NYC,2025-06-14T09:30:00+10:00,566
SYD,NYC,2025-06-17T09:30:00+10:00,581
SYD,NYC,2025-06-11T09:30:00+10:00,584
SYD,NYC,2025-06-19T09:30:00+10:00,596
SYD,NYC,2025-06-13T10:20:00+10:00,602
SYD,NYC,2025-06-09T09:10:00+10:00,634
SYD,NYC,2025-06-12T09:30:00+10:00,655
SYD,NYC,2025-06-10T09:10:00+10:00,758
SYD,NYC,2025-06-20T16:20:00+10:00,786
SYD,NYC,2025-06-07T17:45:00+10:00,819
SYD,NYC,2025-06-22T09:30:00+10:00,850
SYD,LON,2025-06-12T21:00:00+10:00,420
SYD,LON,2025-06-14T20:45:00+10:00,474
SYD,LON,2025-06-16T21:20:00+10:00,500
SYD,LON,2025-06-22T08:40:00+10:00,513
SYD,LON,2025-06-18T10:45:00+10:00,599
SYD,LON,2025-06-19T15:10:00+10:00,610
SYD,DXB,2025-06-26T21:00:00+10:00,311
SYD,DXB,2025-06-07T20:20:00+10:00,349
SYD,DXB,2025-06-13T16:10:00+10:00,427
SYD,DXB,2025-06-16T10:15:00+10:00,454
SYD,SHJ,2025-06-09T10:15:00+10:00,457
SYD,DXB,2025-06-30T11:15:00+10:00,464
SYD,DXB,2025-06-21T10:15:00+10:00,473
SYD,DXB,2025-06-11T10:15:00+10:00,480
SYD,DXB,2025-06-14T13:10:00+10:00,491
SYD,DXB,2025-06-19T15:10:00+10:00,497
SYD,DXB,2025-06-23T11:15:00+10:00,505
SYD,DXB,2025-06-15T09:15:00+10:00,517
SYD,TYO,2025-06-12T08:15:00+10:00,266
SYD,TYO,2025-06-10T08:15:00+10:00,266
SYD,TYO,2025-06-17T12:50:00+10:00,277
SYD,TYO,2025-06-29T09:15:00+10:00,295
SYD,TYO,2025-06-09T08:15:00+10:00,299
SYD,TYO,2025-06-16T20:45:00+10:00,304
SYD,TYO,2025-06-13T10:15:00+10:00,307
SYD,TYO,2025-06-22T08:40:00+10:00,310
SYD,TYO,2025-06-26T08:40:00+10:00,314
SYD,TYO,2025-06-11T12:50:00+10:00,317
SYD,TYO,2025-06-14T20:45:00+10:00,317
SYD,TYO,2025-06-21T10:15:00+10:00,329
SYD,TYO,2025-06-19T08:40:00+10:00,331
SYD,TYO,2025-06-15T08:40:00+10:00,334
SYD,TYO,2025-06-30T11:30:00+10:00,340
SYD,TYO,2025-06-18T10:15:00+10:00,344
SYD,TYO,2025-06-24T10:15:00+10:00,348
SYD,TYO,2025-06-20T10:15:00+10:00,348
SYD,TYO,2025-06-23T10:15:00+10:00,351
SYD,TYO,2025-06-28T11:15:00+10:00,352
SYD,TYO,2025-06-25T11:15:00+10:00,363
SYD,TYO,2025-06-27T11:15:00+10:00,373
SYD,SIN,2025-06-17T10:15:00+10:00,249
SYD,SIN,2025-06-09T10:15:00+10:00,258
SYD,SIN,2025-06-14T10:15:00+10:00,275
SYD,SIN,2025-06-16T10:15:00+10:00,276
SYD,SIN,2025-06-12T20:45:00+10:00,279
SYD,SIN,2025-06-21T10:15:00+10:00,301
SYD,SIN,2025-06-19T15:10:00+10:00,309
SYD,SIN,2025-06-15T09:15:00+10:00,314
SYD,SIN,2025-06-30T11:15:00+10:00,317
SYD,SIN,2025-06-26T08:40:00+10:00,329
SYD,SIN,2025-06-08T10:00:00+10:00,339
SYD,PAR,2025-06-15T09:15:00+10:00,520
SYD,PAR,2025-06-17T11:40:00+10:00,531
SYD,PAR,2025-06-12T11:40:00+10:00,570
SYD,PAR,2025-06-19T11:40:00+10:00,610
SYD,PAR,2025-06-26T08:40:00+10:00,707
SYD,LAX,2025-06-16T10:20:00+10:00,413
SYD,LAX,2025-06-18T09:30:00+10:00,435
SYD,LAX,2025-06-19T09:30:00+10:00,437
SYD,LAX,2025-06-10T09:30:00+10:00,437
SYD,LAX,2025-06-14T09:30:00+10:00,441
SYD,LAX,2025-06-12T10:20:00+10:00,451
SYD,LAX,2025-06-07T09:10:00+10:00,487
SYD,LAX,2025-06-13T16:20:00+10:00,490
SYD,LAX,2025-06-09T10:20:00+10:00,519
SYD,LAX,2025-06-11T09:30:00+10:00,527
SYD,LAX,2025-06-27T10:20:00+10:00,718
SYD,TYO,2025-06-12T08:15:00+10:00,266
SYD,TYO,2025-06-10T08:15:00+10:00,266
SYD,TYO,2025-06-29T09:15:00+10:00,295
SYD,TYO,2025-06-17T10:15:00+10:00,302
SYD,TYO,2025-06-13T10:15:00+10:00,307
SYD,TYO,2025-06-09T10:15:00+10:00,309
SYD,TYO,2025-06-26T21:15:00+10:00,325
SYD,TYO,2025-06-11T10:15:00+10:00,327
SYD,TYO,2025-06-14T10:15:00+10:00,327
SYD,TYO,2025-06-16T10:15:00+10:00,328
SYD,TYO,2025-06-19T15:10:00+10:00,339
SYD,TYO,2025-06-18T10:15:00+10:00,344
SYD,TYO,2025-06-22T08:40:00+10:00,356
SYD,TYO,2025-06-15T08:40:00+10:00,377
SYD,TYO,2025-06-21T10:15:00+10:00,387
SYD,TYO,2025-06-20T10:15:00+10:00,399
SYD,TYO,2025-06-24T11:30:00+10:00,401
SYD,TYO,2025-06-28T21:15:00+10:00,401
SYD,TYO,2025-06-30T20:30:00+10:00,403
SYD,TYO,2025-06-23T10:15:00+10:00,412
SYD,TYO,2025-06-25T10:15:00+10:00,418
SYD,TYO,2025-06-27T11:15:00+10:00,467
MIA,NYC,2025-06-21T08:35:00-04:00,11
MIA,NYC,2025-06-24T08:32:00-04:00,11
MIA,NYC,2025-06-19T08:35:00-04:00,11
MIA,NYC,2025-06-11T18:22:00-04:00,18
FLL,NYC,2025-06-16T19:32:00-04:00,21
MIA,NYC,2025-06-10T18:16:00-04:00,21
FLL,NYC,2025-06-06T19:03:00-04:00,36
FLL,NYC,2025-06-22T20:47:00-04:00,38
MIA,NYC,2025-06-07T05:30:00-04:00,38
MIA,NYC,2025-06-18T07:00:00-04:00,45
MIA,NYC,2025-06-17T07:00:00-04:00,46
MIA,NYC,2025-06-28T14:23:00-04:00,46
FLL,NYC,2025-06-08T20:03:00-04:00,46
MIA,NYC,2025-06-25T14:23:00-04:00,47
MIA,NYC,2025-06-30T08:10:00-04:00,48
MIA,NYC,2025-06-23T08:10:00-04:00,50
MIA,NYC,2025-06-20T07:00:00-04:00,52
MIA,NYC,2025-06-26T07:00:00-04:00,62
FLL,SWF,2025-06-13T15:23:00-04:00,68
FLL,NYC,2025-06-12T20:47:00-04:00,72
MIA,NYC,2025-06-29T06:30:00-04:00,89
MIA,NYC,2025-06-09T08:16:00-04:00,104
FLL,NYC,2025-06-15T06:00:00-04:00,110
MIA,NYC,2025-06-14T08:32:00-04:00,114
MIA,LON,2025-06-17T19:35:00-04:00,220
MIA,LON,2025-06-21T06:00:00-04:00,379
MIA,LON,2025-06-16T07:00:00-04:00,455
MIA,LON,2025-06-08T06:00:00-04:00,497
MIA,LON,2025-06-14T14:23:00-04:00,522
MIA,LON,2025-06-23T13:45:00-04:00,525
MIA,LON,2025-06-27T06:00:00-04:00,555
MIA,LON,2025-06-06T14:30:00-04:00,584
MIA,LON,2025-06-07T19:20:00-04:00,601
MIA,DXB,2025-06-30T17:15:00-04:00,389
MIA,DXB,2025-06-12T11:55:00-04:00,425
FLL,DXB,2025-06-07T07:09:00-04:00,427
MIA,DXB,2025-06-26T06:39:00-04:00,431
MIA,DXB,2025-06-18T21:40:00-04:00,432
MIA,DXB,2025-06-25T13:21:00-04:00,438
MIA,DXB,2025-06-20T07:55:00-04:00,439
MIA,DXB,2025-06-11T21:40:00-04:00,444
MIA,DXB,2025-06-24T17:20:00-04:00,458
FLL,DXB,2025-06-06T07:00:00-04:00,496
MIA,SHJ,2025-06-23T17:15:00-04:00,498
MIA,SHJ,2025-06-17T23:30:00-04:00,549
MIA,SHJ,2025-06-19T23:30:00-04:00,551
MIA,DXB,2025-06-16T17:15:00-04:00,563
FLL,SHJ,2025-06-10T06:56:00-04:00,584
FLL,SHJ,2025-06-09T17:32:00-04:00,598
MIA,DXB,2025-06-08T06:00:00-04:00,602
FLL,SHJ,2025-06-15T11:38:00-04:00,606
MIA,DXB,2025-06-14T21:40:00-04:00,634
FLL,DXB,2025-06-13T19:38:00-04:00,681
MIA,PAR,2025-06-23T07:00:00-04:00,291
MIA,PAR,2025-06-29T17:15:00-04:00,366
MIA,PAR,2025-06-30T08:10:00-04:00,384
MIA,PAR,2025-06-09T13:00:00-04:00,398
MIA,PAR,2025-06-16T17:15:00-04:00,411
MIA,PAR,2025-06-28T14:23:00-04:00,424
MIA,PAR,2025-06-14T15:50:00-04:00,449
MIA,PAR,2025-06-17T07:00:00-04:00,455
MIA,PAR,2025-06-11T07:55:00-04:00,460
MIA,PAR,2025-06-18T07:00:00-04:00,461
MIA,PAR,2025-06-12T17:20:00-04:00,463
MIA,PAR,2025-06-15T17:15:00-04:00,470
MIA,PAR,2025-06-21T06:00:00-04:00,480
MIA,PAR,2025-06-06T21:40:00-04:00,519
MIA,PAR,2025-06-07T07:55:00-04:00,520
MIA,PAR,2025-06-13T17:15:00-04:00,531
MIA,PAR,2025-06-26T17:20:00-04:00,538
MIA,LAX,2025-06-17T06:00:00-04:00,20
FLL,LAX,2025-06-21T10:11:00-04:00,22
MIA,LAX,2025-06-18T06:00:00-04:00,23
MIA,LAX,2025-06-09T07:25:00-04:00,36
MIA,LAX,2025-06-07T11:50:00-04:00,59
MIA,LAX,2025-06-23T20:55:00-04:00,80
MIA,LAX,2025-06-24T20:55:00-04:00,81
MIA,ONT,2025-06-06T12:20:00-04:00,93
FLL,LAX,2025-06-28T22:27:00-04:00,107
MIA,LAX,2025-06-13T20:55:00-04:00,110
FLL,LAX,2025-06-12T22:27:00-04:00,125
FLL,LAX,2025-06-16T22:27:00-04:00,130
FLL,LAX,2025-06-22T06:00:00-04:00,132
FLL,LAX,2025-06-10T20:59:00-04:00,138
FLL,LAX,2025-06-11T20:59:00-04:00,158
FLL,LAX,2025-06-08T22:08:00-04:00,219
MIA,SYD,2025-06-15T17:07:00-04:00,743
